,Made Donation in March 2007
659,0.4626849591732025
276,0.2168586701154709
263,0.2506750226020813
303,0.2642422914505005
83,0.4626849591732025
500,0.4626849591732025
530,0.3123374581336975
244,0.09712858498096466
249,0.057603538036346436
728,0.06979136914014816
129,0.1351604014635086
534,0.14110630750656128
317,0.28259265422821045
401,0.2506750226020813
696,0.3213364779949188
192,0.12244132161140442
176,0.2642422914505005
571,0.3362388610839844
139,0.18572522699832916
423,0.2082061618566513
563,0.4626849591732025
56,0.41495928168296814
528,0.4626849591732025
101,0.2506750226020813
467,0.16475728154182434
382,0.41495928168296814
466,0.31894662976264954
294,0.09712858498096466
512,0.32705146074295044
659,0.4626849591732025
389,0.41495928168296814
487,0.11242930591106415
701,0.2506750226020813
419,0.28259265422821045
536,0.159719780087471
240,0.2642422914505005
508,0.159719780087471
515,0.09712858498096466
283,0.4626849591732025
650,0.2506750226020813
65,0.31894662976264954
228,0.2168586701154709
741,0.10103631764650345
297,0.41495928168296814
464,0.114048071205616
63,0.2506750226020813
231,0.36501243710517883
28,0.06672139465808868
248,0.09712858498096466
357,0.2168586701154709
300,0.4626849591732025
726,0.4626849591732025
680,0.15601219236850739
520,0.41495928168296814
254,0.06445007771253586
582,0.22828921675682068
143,0.25898778438568115
98,0.4626849591732025
1,0.2082061618566513
221,0.4626849591732025
352,0.2506750226020813
64,0.07345365732908249
138,0.2168586701154709
745,0.41495928168296814
64,0.07345365732908249
688,0.11035610735416412
623,0.09822347015142441
289,0.2168586701154709
174,0.3362388610839844
690,0.2506750226020813
105,0.22828921675682068
427,0.15601219236850739
48,0.09712858498096466
14,0.2506750226020813
657,0.07796666771173477
301,0.14110630750656128
455,0.1351604014635086
579,0.28259265422821045
722,0.15601219236850739
98,0.4626849591732025
491,0.09712858498096466
303,0.2642422914505005
466,0.31894662976264954
65,0.31894662976264954
300,0.4626849591732025
9,0.09712858498096466
622,0.12244132161140442
323,0.11035610735416412
289,0.2168586701154709
568,0.30650120973587036
290,0.2506750226020813
156,0.159719780087471
464,0.114048071205616
426,0.1274445503950119
306,0.2168586701154709
4,0.2642422914505005
12,0.4626849591732025
187,0.2642422914505005
406,0.18572522699832916
96,0.3123374581336975
509,0.2506750226020813
733,0.14110630750656128
548,0.1351604014635086
478,0.29440954327583313
501,0.16340415179729462
127,0.36501243710517883
199,0.2168586701154709
299,0.4626849591732025
162,0.2506750226020813
235,0.1351604014635086
23,0.17940695583820343
473,0.2506750226020813
487,0.11242930591106415
683,0.4626849591732025
303,0.2642422914505005
309,0.06672139465808868
569,0.09712858498096466
34,0.4626849591732025
686,0.4626849591732025
84,0.17643126845359802
733,0.14110630750656128
537,0.4626849591732025
181,0.16491088271141052
453,0.4626849591732025
67,0.41495928168296814
161,0.41495928168296814
307,0.28259265422821045
703,0.15926434099674225
181,0.16491088271141052
246,0.1274445503950119
316,0.4626849591732025
278,0.12244132161140442
346,0.1685345619916916
545,0.2506750226020813
419,0.28259265422821045
694,0.3123374581336975
622,0.12244132161140442
663,0.07601647824048996
262,0.4626849591732025
461,0.28259265422821045
373,0.4626849591732025
233,0.2506750226020813
466,0.31894662976264954
207,0.25898778438568115
263,0.2506750226020813
16,0.09712858498096466
513,0.1351604014635086
449,0.41495928168296814
429,0.059648945927619934
701,0.2506750226020813
632,0.06445007771253586
529,0.4626849591732025
245,0.2642422914505005
344,0.2168586701154709
353,0.1351604014635086
241,0.29209408164024353
633,0.09712858498096466
624,0.2506750226020813
726,0.4626849591732025
189,0.12244132161140442
138,0.2168586701154709
402,0.09712858498096466
511,0.4626849591732025
590,0.28673580288887024
334,0.16475728154182434
447,0.059648945927619934
119,0.31894662976264954
389,0.41495928168296814
644,0.2506750226020813
423,0.2082061618566513
131,0.09712858498096466
405,0.09712858498096466
82,0.2506750226020813
643,0.4626849591732025
156,0.159719780087471
617,0.114048071205616
574,0.32705146074295044
272,0.28259265422821045
613,0.07345365732908249
545,0.2506750226020813
685,0.09712858498096466
570,0.2642422914505005
537,0.4626849591732025
691,0.09712858498096466
85,0.4626849591732025
483,0.1274445503950119
455,0.1351604014635086
93,0.12244132161140442
744,0.2506750226020813
33,0.1274445503950119
321,0.4626849591732025
523,0.18188175559043884
426,0.1274445503950119
196,0.06445007771253586
301,0.14110630750656128
103,0.09712858498096466
224,0.1308860182762146
454,0.2168586701154709
585,0.1308860182762146
154,0.41495928168296814
