,Made Donation in March 2007
659,0.38396719098091125
276,0.1932724118232727
263,0.1753040850162506
303,0.20670367777347565
83,0.5477762818336487
500,0.5477762818336487
530,0.19897621870040894
244,0.10543559491634369
249,0.0692935362458229
728,0.20460696518421173
129,0.12105786800384521
534,0.1417660117149353
317,0.39569076895713806
401,0.1753040850162506
696,0.40288597345352173
192,0.11362232267856598
176,0.20670367777347565
571,0.2340545356273651
139,0.15329238772392273
423,0.23253950476646423
563,0.431958943605423
56,0.527583658695221
528,0.431958943605423
101,0.1753040850162506
467,0.12256935983896255
382,0.47790607810020447
466,0.3041890561580658
294,0.10543559491634369
512,0.41050559282302856
659,0.38396719098091125
389,0.3649400770664215
487,0.11465727537870407
701,0.27225416898727417
419,0.18934334814548492
536,0.12256935983896255
240,0.20670367777347565
508,0.12256935983896255
515,0.10543559491634369
283,0.5477762818336487
650,0.1753040850162506
65,0.41050559282302856
228,0.1932724118232727
741,0.13185296952724457
297,0.41214466094970703
464,0.1126759946346283
63,0.27225416898727417
231,0.42257508635520935
28,0.0832708403468132
248,0.10543559491634369
357,0.1932724118232727
300,0.38396719098091125
726,0.38396719098091125
680,0.1264425367116928
520,0.41214466094970703
254,0.0832708403468132
582,0.18760015070438385
143,0.1660843938589096
98,0.431958943605423
1,0.12801146507263184
221,0.38396719098091125
352,0.1753040850162506
64,0.169368714094162
138,0.16413670778274536
745,0.2461480051279068
64,0.169368714094162
688,0.1126759946346283
623,0.09074260294437408
289,0.16413670778274536
174,0.3497178852558136
690,0.1753040850162506
105,0.1936987191438675
427,0.1264425367116928
48,0.10543559491634369
14,0.1753040850162506
657,0.07256577163934708
301,0.22523356974124908
455,0.12105786800384521
579,0.2913150191307068
722,0.1264425367116928
98,0.431958943605423
491,0.10543559491634369
303,0.20670367777347565
466,0.3041890561580658
65,0.41050559282302856
300,0.38396719098091125
9,0.10543559491634369
622,0.11362232267856598
323,0.1126759946346283
289,0.16413670778274536
568,0.19399088621139526
290,0.1753040850162506
156,0.10273472964763641
464,0.1126759946346283
426,0.12105786800384521
306,0.1932724118232727
4,0.20670367777347565
12,0.5477762818336487
187,0.17598488926887512
406,0.15329238772392273
96,0.19897621870040894
509,0.27225416898727417
733,0.22523356974124908
548,0.12105786800384521
478,0.4412796199321747
501,0.13028109073638916
127,0.42257508635520935
199,0.16413670778274536
299,0.431958943605423
162,0.1753040850162506
235,0.12105786800384521
23,0.1494245082139969
473,0.1753040850162506
487,0.11465727537870407
683,0.5477762818336487
303,0.20670367777347565
309,0.0832708403468132
569,0.10543559491634369
34,0.5477762818336487
686,0.431958943605423
84,0.12256935983896255
733,0.22523356974124908
537,0.5477762818336487
181,0.1454552412033081
453,0.38396719098091125
67,0.3649400770664215
161,0.3649400770664215
307,0.33400511741638184
703,0.13028109073638916
181,0.1454552412033081
246,0.12105786800384521
316,0.5477762818336487
278,0.11362232267856598
346,0.13028109073638916
545,0.1753040850162506
419,0.18934334814548492
694,0.19897621870040894
622,0.11362232267856598
663,0.07490900158882141
262,0.5477762818336487
461,0.1660843938589096
373,0.49820250272750854
233,0.1753040850162506
466,0.3041890561580658
207,0.1660843938589096
263,0.1753040850162506
16,0.10543559491634369
513,0.12105786800384521
449,0.41214466094970703
429,0.0692935362458229
701,0.27225416898727417
632,0.0832708403468132
529,0.5477762818336487
245,0.20670367777347565
344,0.1932724118232727
353,0.12105786800384521
241,0.30594202876091003
633,0.10543559491634369
624,0.27225416898727417
726,0.38396719098091125
189,0.11362232267856598
138,0.16413670778274536
402,0.10543559491634369
511,0.5477762818336487
590,0.20670367777347565
334,0.10273472964763641
447,0.09627115726470947
119,0.3041890561580658
389,0.3649400770664215
644,0.1753040850162506
423,0.23253950476646423
131,0.10543559491634369
405,0.10543559491634369
82,0.1753040850162506
643,0.49820250272750854
156,0.10273472964763641
617,0.1126759946346283
574,0.41050559282302856
272,0.18934334814548492
613,0.07490900158882141
545,0.1753040850162506
685,0.10543559491634369
570,0.20670367777347565
537,0.5477762818336487
691,0.10543559491634369
85,0.49820250272750854
483,0.12105786800384521
455,0.12105786800384521
93,0.11362232267856598
744,0.27225416898727417
33,0.12105786800384521
321,0.49820250272750854
523,0.3147212266921997
426,0.12105786800384521
196,0.0832708403468132
301,0.22523356974124908
103,0.10543559491634369
224,0.12105786800384521
454,0.1932724118232727
585,0.12105786800384521
154,0.47790607810020447
